sentense,lable
처음으로 평점 남긴다 이 영화가 흥행한다면 우리나라 영화계는 위기인거다 마약왕 보다 재밌다고 해서 보러갔는데 마약왕은 얼마나 심각한건지 감도 안잡힌다 ,0
리얼 염력 마약왕은 피했는데 이걸 못피했다 하정우마저 날 버릴줄이아 ,0
남자들은 보통 여친은 자더라 마지막 낙하산씬은 진짜 별로 ,1
하정우1패 생애 최악의 영화 ,0
쓰레기 영화임다운받아서 봐라 돈아까움 ,0
액션인 줄 알고 봤으나 정치물 토나와 ,0
관람객무능력한 팀장의 나홀로 생존기 아군이고 적군이고 프로라는 용병들이 그 흔한 수류탄이나 유탄도 없이 무한대로 총알만 때려박는 무식한 총격전 마지막에 핵폭발은 또 뭔데 고구마를 5개는 먹고나온 느낌이었다 ,0
영화가 끝나고 사람들 모두 한입모아 말했다관객 모야 ,0
하정우때문에 보러 갔는데지루하고ㅠ 졸다 나왔어요 ,0
그냥 아쿠아맨 스윙키즈 보세요 ,0
정치성향 짙은 쓰레기 영화 ,0
스토리가 너무 별로에요 ,0
왠만하면 댓글 안쓰는데 이런 쓰레기 영화 토나와서 2시간고문 당할 각오하고 보식할 ,0
올 한해 마지막 관람을 이런 영화를 택하다니 년초에 영화관 상영 내릴듯 하니 그때 다운받아서 보는 편이 나을거 같다 중간에 껄수도 있고 일행땜에 할수없이 시계만 보다 북한 미워하고 나옴 ,0
잘나가는 배우들 돈몇푼주고 사람숫자만 잔득들어가고 허접한cb와 스크린쿼터제로 마진율100배로 멍청한관람객들 생돈뽑아먹기전에 최소한의 예의들이라도 있었으면 외국헐리우드 영화는 아니더라도 엄청진화 되었을거다 ,0
시작 30분 이후부터 멀미왔음 ,0
리얼부터 인랑 염력 마약왕 더벙커 다걸리네 cgv야 이쯤 되면 한편 공짜로보자 ,0
초반은볼만함 초반지나면 하정우 누워있고 화면으로이선균하고 병원놀이함 갑자기 둘이서 하늘에서 스카이다이빙함 지상에내려와 하정우가 고마워북한 한마디하고 바로 끝남ㅋㅋㅋ두주인공이 액션하나도없음 액션영화라고광고해놓고 내용도없고 소재만참신함 ,0
진짜 웬만해선 영화 재밌게 보는편인데 이번영화는 좀아니었다 연기력은 준수했지만 일단 내용이 엉망이다 진짜 보면서 짜증이 났다 ,0
컴에서하는써든 영화보고 왔네요 ,0
별 5개는 주려했는데 평론가들 평점보고 1개준다 역시 가재는 게편이지 ,0
딱 4글자 정신없음 ,0
관람객평점은 뭐 저리 높냐 이해가 안가네 에휴인생 최악의 영화다 더테러라이브는 양반이였다 개연성도 없고 연출도 개판에이 감독영화는 이제 믿고거른다 ,0
전형적인 북조선 팔이에 왠 슈팅게임 ,0
진심 시간 돈 다 낭비다시나리오고 허접 걍 다허접 개연성도 없고진짜 돈 아깝다 내 시간 돈 ,0
감독아 뉴스 좀 보고 살아 깡통소리 요란하더라 게임하고 싶으면 피oo 가서 해 배우 고생시키고 스탭고생시키고 뭐냐 ,0
이선균 대사에도 자막 달아도라 친구가 자꾸 귀에대고 욕해서 넘 흥미진진했어요 절교당할뻔 했음 ,0
평은 잘 안남기는데 티비에 나올때까지 기다리는게 나을듯 하네요 암수살인보다는 괜찮지만 하 앞부분 진심 지루합니다 보실려면 전날 푹자고 오세요 아 그리고 소리 충분히 크니까 놀라지 마세요 ,0
이 영화를 보고 허언증이 나았습니다 ,0
멀미남 너무어지럽고 스토리가유치 연기는좋음 ,0
이선균 이름 윤지의였구나 야북한인줄 ,1
와우 일분일초도 숨쉴틈을 주지않는 지루함 젠장 ,0
마약왕 보다 낫다고 ㅋㅋㅋ 도찐개찐 한국 영화 폭망각이다 정말 이게 뭐냐 ,0
재미진짜없음 정말입니다 ,0
의학영화 고구마ㅣㅇㅇ개 쳐먹은 듯 ,0
쓰레기ㄹㅇ 하정우 믿고 봤는데 ,0
그냥 아쿠아맨 보세요 개노잼 ,0
액션은 볼만한데 내용이 영 ,0
스토리 황당 할 말이 없음 ,0
연말에 두번당하네 마약왕 더벙커ㅠㅠㅠ이런 알바놈들 ,0
다들 알바니 내사 이선균 팬이지만 이건 아니지 아마 보게 된다면 마지막 결말에 오그라드는 손발과 실소를 금치 못할걸 ㅋ 제발 2시간 버리러 가지마셈 ,0
평점 보고 하루 있다 볼껄 ㅠ ㅜ망작 뭔 영화야 이게 감동도 액션도 스토리도 다 비급 그 이하 ,0
볼거리만 화려하고 결말 자체가 없다는게 웃김ㅋ도대체 이건 뭐지 한국 관객들의 눈이 얼마나 높아졌는데 화면만 가득하면 뭐하냐 내용이 없잖아 그리고 아쿠아맨과 평론가들 평점이 같다고 그저 웃는다 이렇게 허무한 영화는 난생 처음이란다  ^^,0
영화인지 연극인지 전 잘모르겠네요 ,0
이렇게 추운날 만원 벌기 쉬운게 아닙니다만원을 지키세요 제발 ,0
열라 구린 하정우 영어발음과 열라 어색한 이선균에 연변 사투리 또한 미친 흔들어대는 카메라 앵글에 영화보는 도중에 화장실가서 토하고 나왔다 북조선에서나 반미교육용으로 틀어주면 딱일듯 퉤퉤퉤 ,0
나름 긴장감 있다가 갈수록 지루해짐 그리고 스토리가 너무 진부 하정우는 요세 가만히 있는 영화를 많이찍네 하정우가 좀 움직이는영화였다면 더 재밌을듯한데 ,0
관람객원래 동료는 죽어도 되는데이선균은 살려야하는 명분이없어결론을 못맺고 끝내야했나 ,0
진짜 하정우 믿었다가 망함 ,0
고맙다 북한 영화계가 좌빨종북 빨갱이로 물들었다는데 진짜구나 ,0
가족들 다 데리고 가서 봤는데 가족들한테 미안 하정우 담배 터는 거 존멋 그거밖에 없다 ,0
관람객졸려 죽는 줄 알았움 ㅜㅜ ,1
이게 영화냐 촛불들고싶다 ,0
토렌트로 봤어도 전기세가 아까워 욕나왔을 것을 아쿠아맨 시간이 안맞아서 봤네요 좌익 평론가들 잡아다 손모가지를 전부 분질러놓던가 해야지 하아 진짜 ,0
최근 캠코더를 샀는데 이거보다 덜 흔들림 중심스토리가 부실 계속 미션 하는삼류 fps게임 느낌 이선균이 유희열 닮았다고 처음으로 느낌 ㅈㅅ 전개가 뻔함 예 낙하산 떡밥을 억지로 깔아 놓고 비행기 타면서 대놓고 회수 ,0
관람객1 액션은 좋음2 스토리는 b급3 마지막은 d급 하하하하 이걸 내돈주고 보다니 젠장 ,0
입벌리고 꿀잠잤다 고맙다 ,0
배틀그라운드를 기대했는데 서든 본 느낌 ,0
박평식 빼고는 못믿겠다 ,0
줄거리만 봐도 이 영화가 얼마나 정치적이고 선동적인 영화임을 알수있는데다 결과까지 예측가능한데 헐리웃 영화도 아니고 그것도 한국영화를 결과도 뻔한데 액션만 믿고보기엔 리스크가 컸던건 자명했다고봄 편협한 한국영화는 거르는게 현명함 ,0
스크린쿼터 없어져야 함한국상업영화 수준들ㄷㄷ ,0
몰입도는 차암 좋은데 뭔가 싸우는애들만 싸우곸ㅋ 나머지는 욕조에만 누워있고 스크림만 뚫어져라 보지않낰ㅋㅋ ,0
여러분 배그하시나요 카카오베그 들어가시면 설원맵 광고영상인진 모르겠는데 그거보세요 이것도 게임 홍보영상인든 ,0
그냥 재미없어요 하정우가 멱살 잡고 끌어도 안되는 건 안되나봐요 이선균 캐릭터도 이상 ,0
쮄짱 내 메가박스포인트 돌려줘 ㅠㅠㅠㅠ ,0
진짜 영화 평점 적어도 8점 주는데 이건 보는 내내 어지럽고 역겨웠음 표현이 역겹다는게 아니라 진짜 영화보다 화장실가서 토했음 스토리도 그냥 총 쏘고 탈출하고 끝임 ,0
관람객집에서 명절 특선영화로 보세요 ,0
어지러워 이건 좀 ,0
관람 평점 남기는 망작은 처음이다 ,0
관람객사람들 평이 왜 안좋은지 알 것 같네요ㅠ 기대했던영화였는데 내용도 탄탄하지않고 카메라도 정신없고 게임속에 들어간 기분이었어요 ,0
보는데 그냥 나가는 사람도 있고 살다 살다 이런 거지같은 영화는 처음이다 평점10점은 나만 당할수 없다는 인간들인가 ,0
마약왕도 피하고 이것도 피했다 하하 ,0
하정우때문에 손꼽아 기다렸다 봤는데 영화관에서 보이지도 않는 시계 보려고 애쓰며 뭐라도 있겠지 있겠지 하며 끝날때를 손꼽아 기다린 영화 별 하나도 아까움 ,0
 지하벙커에서 찍는 더 테러 라이브 ,1
흔들흔들 열매 땜시 머리아퍼 ,0
20ooo 관람한 최악의 영화 ,0
관람객하정우와 이선균 둘다좋아하는배우라 믿고봤는데 발등찍혀버렸네요 하하 ,1
보다 잤음 내용도 너무 루즈하고 별로임 ,0
충격 영화관에서 탈출하고싶었어요 ,0
악플 유발하는 영화 완 전 재 미 없 다 ,0
진짜진짜 하정우라 믿고봤는데 액션도 스토리도 다별루임 그리고 느닷없이 감동 만들려고하니 감동도없고 보면서 뭔 내용인가 시간도 더럽게 안가는 영화 ,0
그놈의 낙하산 재미도 없고 감동도 없고 ,0
난잡하고 잔인하고 뭘 말하고 싶은건지 모르겠는 영화 ,0
최근 본 영화중 최악 진짜 어지러워서 멀미나는 기분이었다 ,0
역대급 쓰레기 영화 시간을 되돌리고 싶다 ㅠㅠ ,0
종북영화는 믿고 거릅니다 ,0
이런거 샹영관 줄여주시고 재발 헐리웃 헌터 킬러같은 영화 상영관 늘려주세요 눈버렸네 켁헌터 킬러 겁나 재미있더만요 참 문화생활도 친북정부때문에 ㅠ ㅠ ,0
형편 앖는 영화다 한마디로 뭘 보는지 황당하고내용도 결말도 곡성이후 최악영화다 ,0
관람객산만하고 지루하고 재미 반감 ,0
결말 먼데 _ 몰입감도 힘들고 관객은 생각 않한 영화다 ,0
게임을 만들다가 말았네 ,0
시네별점 이번에야 틀리네 ,0
처음으로 하정우랑 이선균의연기가 어색하다고 느꼈다 영화가 배우를 망치는 전형적인 영화 ,0
관람객기대에 못 미침 스토리가 빈약하다가 느껴짐 ,0
끝나자마자 곳곳에서 욕이 들렸다 ,1
눈아프고 귀아프고 오랜만에 중간에 나오고싶었습니다 ,0
오늘 보고나오는데 허탈하다 그냥 구르고 쏘고 킹죽어가는거 살리다가 똥안딱고 나오듯이 끝나버림 왜 납치 됬는지도 떡밥회수안하고 보지마세요ㅅㅂ ,0
이 영화 한번 더 볼래 아니면 사랑하는 사람 잃을래둘중 선택 하라고하면 심각하게 고려 해 봄 직 하다 ,0
내 올해 최악의 한국영화 스토리 엉망에 너무나도 현실성없는 내용들뿐 ,0
관람객자고 일어났는데도 안끝나네요 한 5시간 한 줄 알았어요ㅎㅎ ,0
화면이 너무 어지러워서 토나올뻔 관람중에 난온건 첨이였네요 ,0
예고편만 봐도 재미없다는것을 알수있었다 ,0
tv에서 게임방송 보는거 같았고 카메라를 너무 흔들어서 멀미할정도 ㅋㅋㅋㅋ 중간중간 이선균은 북한말을 하는데 뭐라고 하는지 안 들릴정도였고 하정우의 연기는 영어에 묻혔고 뭔 전달하는 내용 자체도 없고 그냥 뭐 피하세요 궁금해하지 않아도 돼요 ,0
서든어택 실사판이냐ㅋㅋㅋ 브금만ㅈㄴ 시끄럽고 어지러움 그리고 이선균 연기 개실망 북한말 연기할거면 연습을 더하던가 남조선도 북조선도 아닌 혼종말투 ,0
나는 진짜 모르겠다 ,0
액션은 볼만한데 하정우 액션 비중이 거의 없고 아지막에 고맙다 북한 대사 듣고 온몸에 씹소롭 닭살 돋았다 꼭 그렇게 말해야 했니 ,1
어휴 씨발 돈받고 봐야된다 감독 머리 망치로 한대만 때리고싶다 ,0
쇼쇼숄퓽ㅇㄷㅁㄴ디동늄 ,0
관람객막판에 너무 어지러워서 토할것같아서 눈감고 있었음 사람들 나오면서 어지럽고 토할것같다고 가슴 두드리며 나왔다는 그냥 그럼 ,1
보다가 스크린에 핫팩집어던지고 싶었음결국 끝까지 다보고 나와서 5분만에 리뷰남기는중 ,0
정말 개연성 1도 없음이선균 왜 나온거임 엔딩 보고 헛웃음이 나왔다 진심 ,0
시바 ㅋ 이걸영화라고만들었냐 ,0
이제 보니깐 평점높게 준 놈들 평점등록시간 비슷비슷하네ㅋㅋㅋㅋ차라리 보더라도 조조볼껄 비싼돈 주고 주말저녁꺼 봤다가 피봄진짜 구구절절 찝어서 말할꺼도 없이 걍 더럽게 재미없음 ,0
다른건 몰겠고 제발 밥먹자마자 이 영화보지마세요 지금 3일째 심한 식체로 아무것도 못 먹고있어요ㅎㅎㅎㅎ ,0
ooo기 보다가 토할뻔함액션은 무슨 극 생존스토리에 스트레스 받고이럴려고 영화봤나 싶을정도 돈주고 보지마세요그냥 피할 수 있을때 피하시길 ,0
올해 봤던 영화중에 가장 재미없다고 이야기하고싶다 중반부에 나가고싶았지만 참고 끝까지 봄 차라리 30분 뒤에 시작했단 아쿠아맨을 기다럈다 볼 껄이라는 후회도 함 ,0
한마디로 어수선 ㅜㅜ하정우 영화 하정우만을 위한 영화 기법적인 측면은 참신할지 모르지만시선만 쫓다가 내용은 버림 눈만 피곤하고 이게 뭐야하는 에효 전달하려는것이 무언지 아무것도 모르겠음 ,0
재미도 없고 북한만 빨고 당연히 망하는거지 ,0
롤러코스터 탄기분이다 속이안좋다 이 글쓰는나도 힘들다 미치겟다 ,0
킹의 욕조에서의 사투 에이헵의 그룹영상통화 브이로그 북한과 남조선의 절친노트 카메라 워킹은 총체적 난국 ,0
게임 저예산 영화 많은 생각에 웃음이 ,0
내 인생에 첫 중도포기영화 ㅡㅡ별점사기좀치지마라 ,0
하정우와 신하균조합 역시다음을 기대해봅니다 ,0
하정우라서 봤는데 핵지겹 마지막 비행기씬만 기억에남네 ,0
어지러워요 이런류의 영화에 멀밌는본들은 힘들듯 ,0
연말에 맞춰 개봉한 한국영화 라인업 모두 아쉽다 ,0
관람객기대보다는 별로였어요 ,1
진짜 이런영화 같지 않은 영화는 안본사람이 승자다 ,0
내용도 없고 감동도 없고 지루했다 ,0
관람객게임같은 느낌이라 신기하긴 햇는데 뭔가 어정쩡한 느낌 ,0
별1도 아까운 망작 밀덕들을 끌어들일려고한것같은데 너무 어설프다 ,0
뭘말하고싶은 영화인지 쿠키영상이라도 있어야했다 ,0
어이없네 대한민국을 ㅈ으로 보나 하다하다 별 그지같은 영화 미화할께 따로있지 ,0
총 빵야 빵야 의료물 명대사 씨x ,0
노오잼 진짜 딴거 봐라 ,0
3연벙 이 생각나서 3점 드렸습니다 꼭 보세여 ,0
시도는 좋으나 좀 허술함 그리고 촬영기법도 너무 게임같은 느낌에만 충실 ,1
아 진짜 마약왕하고 벙커하고 왜이러냐 진짜 ,0
7광구 그 이상의 영화라고 봐도 무관하다 ,0
올해는진짜 다걸린다 마약왕 마지막으로 걸린건가하고 봤는데 감독들이 연말에 막찍어 올리면 평타치는줄 아나보다 좀 너무들 하지않나 배우가 잘못이 아니다 시나리오 연출이 문제이다 이러면서 발전하겠지 마약왕보단 조금나음 ,0
한국영화의 그지같은 면만 다 보여주는 올해 아니 영화관에서 본 영화 중 최악의 영화 너무 뻔해서 짜증나고 믿었던 배우들 연기도 형편없고 아무리 자본이 투입되도 영화를 허접하게 만들 수 있다는 걸 몸소 증명한 영화 ,0
진자 속앗다 ㅡㅡ 하 이걸어디서 보상받아야되나 시간돈 뒷통수까지 탈탈 털렷음 최근 본영화 역대급으로 ㅆㄹㄱ엿다 ,0
뚫린 낙하산 같은 영화 미국 영화 따라가려다 그런건진 몰라도 가랑이 찢어진듯한 시나리오에 충격 총격씬은 인정 ,0
영화 보면서 졸기는 처음 ,0
휴 아쿠아맨 보세요 ,0
최근10년간 본영화중 젤쓰레기 와 답없다 ,0
그냥 벙커에 묻어버리고 싶었음 카메라는 왜 그렇게 흔들어 대는지 감독 카메라감독 이름 외워서 절대 다음 영화 안 볼거임 내 인생 최악영화 어떻게 이렇게 만들어서 내 보낼수 있지 상영내내 여기저기 한숨소리 장난아니었음 ,0
무슨 전부 나쁜놈이고 북한만 인도적으로 나와 그러면 재미있게나 만들던가 어제 5천원이라 봤는데 영화가 집중이 안되네요 ,0
별 반개도 아깝다 ㄴㅁㄹ ,0
노잼 짜증남 요즘 우리나라 영화들 볼게없음 다 비슷비슷 지겨워 ,0
0점도 아깝다 10점 ㄱㅈㄱㅌ 영화 ,0
남에 돈 주고 보기 아까운 영화 ,0
너무너무 재미없었음ㅠ ,0
어지간하면 평점 나쁘게 안남기는 데 이건 완전 아님 영화보면서 멀미나긴 처음 ,0
카메라 미친듯이 흔들어대면 무조건 박진감 넘치는건가 배그 게임을 하는게 차라리 낫지 비싼 돈 주고 이런 영화 왜 보는지 겉멋만 들고 실속없는 요즘 한국영화보다 볼거리 많은 헐리웃 영화가 훨씬 낫다 ,0
예고편 보고 혹시나 했는데 역시나 였다 ,0
영어 영상통화 심폐소생술 낙하산 ,0
쓰레기같은 영화 선동그만해라 ,0
인랑은 피했는데 이걸 못피했네 각자도생빨리 도망가세요 ,0
관람객음 인랑2 음음 공감 ,0
이선균 북한사투리나올때마다몰입깨져서혼남 근데 어째 더테러보다 돈은더쓴거같은데더재미없냐 ,1
하정우라는 배우 인지도 때문에 본건데 영어가 안되면 말하지 마세요 전체 상영시간동안 영어발음이 너무 거슬려서 연기에 집중도 안되고 f 단어들 너무 많이 거슬리게 넣었고 올해 첫 최악의 영화였습니다 ,0
관람객씁쓸했네요 기대가 컸을까요 ,0
문재앙 북한찬양 영화 하지만 재미도 재앙이였다 인과응보 하하 ,0
존나노잼 더러운 좌빨 친북 영화 한편 보고갑니다 오랜만에 돈만 날림 ,0
북한 미화 해도해도 너무하네 진짜 ,0
1점마저 아까운 ,0
광고시간포함 2시간 15분 제작사님들 이거 관람객들에게 돈줘야되 괴로움이야 ,0
주제도없고 처음에만 어렵게 막 이야기 펼쳐놓고 그래서 결말 마무리가 고맙다 북한 이라니제 발 피하세요 제발 ,0
호불호 없는 영화네요 그냥 다 불호일듯 ,0
하정우네 팀 한번도 임무 실패한적 없는 초 일류인것처럼 말해놓고 팀장이 결정장애라 팀원 다 죽임 스트레스 풀려고 영화봤다가 일주일치 스트레스 더 받으면서 왜 돈주고 시간투자해서 스트레스를 받은건지 자괴감이 영화컨셉이 애매모호 이면 인정 ,0
하정우 출연 영화 중 가장 최악이었던 영화 감동도 여운도 없는 스토리를 모르겠는 생에 처음으로 영화 보면서 지루했던 영화 굉장히 실망스러웠습니다 ,0
1개도 아까움 오글거린다 ,0
최근에 본 영화중에 최악이다 ,0
어지러운것은 전혀문제가아니다 재미가 1도없다 상업영화에서 이런 기본적인 재미도 못찾는거라면 무슨말이 더 필요한가 호불호가 많이 갈리는 영화라길래 봤더만 호는 도대체 누구냐 얼마나 재미없는 영화만 봤던건지 ,0
학교때문에 억지로 본건데 돈 아깝고 노잼 진짜 보지마세요 머리아프고 졸리고 집가고 싶었던 영화 ,0
소문이 안좋아 그래도 나름 볼만하겠지 했는데 그 소문이 맞데 ,0
내가 후기 잘안쓰는데 이태원에서 외국인몇명 동두천에서 아랍인한명 햄버거 사주고 찍은영화 같네요ㅠㅠ 감도님너무한거 아녀요 아카데미탱크는뭐고 수혈할때목에다바늘만꼽으면 피가 밑에서 위로올라가나요 ,0
관람객앞구르기로 인랑 피하고 뒷구르기로 염력 피하고 옆구르기로 따끈따끈한 마약왕까지 피했는데 이걸 못피해버리네 와하정우 믿고봣는데ㅠ ,0
안봐서 다행인가요 아쿠아맨은 나름 괜춘 했는데 ㅋ ,0
진짜 너무 재미없어요 한국 영화 수준이 이렇게 낮네요 ,0
믿고거르는 한국영화 예상대로네 ㅋㅋ ,0
초반부에 멀미할뻔했다 옆에 앉으신 오십대 부부는 눈을 질끈 감더라 중후반부에는 화면이 덜 흔들리는건지 내가 익숙해진건진 모르겠는데 아 너무 어지럽더라 ,0
보다가 멀미나서 화장실 가서 오바이트 함 우웩 ,0
배틀그라운드의 모든것을 담아낸 영화낙하산 수직낙하부터 구급상자 드링크 아드레날린주사기 까지 ,0
관람객끼워맞춘듯한 캐릭터설정 장르는 드라마인데 드라마도 아니고 코믹도 아니고 액션도 아니고 멜로도 아니고 어정쩡한 기분 큰 스크린에서 볼때 엄청 어색했던 cg 인과성이 부족한 장면전환 총체적 난국인데 글을 잘 못써서 뭐라 설명을 못하겠는 이 기분 ,0
주인공은 마술하랬더니 연애하고 있고 제작사는 사극기대하게 해놓고는 웹소설 만들어놓고 배급사는 마케팅은 안하고 알바들만 풀어놓는구나 ,0
유승호의 눈이 파란건 도데체 무엇을 의도한걸까 ㅋㅋㅋ ,0
관람객도대채 장르가뭐에요 ,0
관람객오글거려서 도중에 뛰쳐나올뻔했다 아 토쏠려 ,0
관람객중간에 나가고 싶었지만 좌석상 일어났다간 욕 먹을것 같아 참았다 잼없다 ,0
이 영화가 7점대나 된다는 사실이 영화 통틀어 가장 재미있는 볼거리다 ,0
관람객영화 보는 중에 곽도원 대신 주인공 둘 죽이고 영화 끝내고 싶었습니다 ,0
내생에 이렇게 재미없는영화는 처음임 ,0
조선맙소사 진짜 알바란 게 있구나 ,0
방금 보고나왔는데 진짜 돈아까워요 결말도 황당하고 전체적인 내용도 그닥 보는내내 돈아깝고 시간아깝고 너무 오글거렸어요 ,0
최근에 본 영화 중 최악 내용도 편집도 재방송 편집하듯이 뚝뚝 끊어지는 느낌이고 심지어 음악도 구림 개연성도 부족하고 작가가 어디서 들어본 대사와 설정만 가득 모아놓은 느낌 손발 오그라드는 대사 때문에 미칠것 같았음 배우들이 아까워서 2점 ,0
평점에 속지 마세요 ,0
16년 살면서 이렇게 뛰쳐 나가고 싶었던 영화는 처음이여서 신선했다 관객들도 웃기셨는지 다들 슬픈장면에서 웃고 계시더라 ,0
관람객유승호 고아라 두 사람 로맨스에 보는내내 마음 심쿵ㅠ ,1
관람객내가 너무 기대를 안해서 그런진 몰라도 솔직히 기대이상임 사극보다는 멜로에 가깝고 두 주연의 알콩달콩이 좋더라 오히려 이 영화의 가장 안타까운 점은 제목인듯 ,1
 엄마가 유승호 좋아해서 모녀끼리 보러갔습니다 ㅋㅋㅋ 엄마랑 저랑 둘 다 눈이 하트가 되서 나왔죠ㅋㅋㅋ ,1
이렇게 순수하고 풋풋하고 예쁜 사랑을 언제 또 해볼 수 있을까 아련해지는 영화 그 순수한 마음을 두 배우 유승호 고아라가 잘 표현했고 특히 고아라에 대한 기대치는 거의 없었는데 기대 이상 ,1
상업 영화지만 상업적 냄새도 많이 안나고 요즘 보기드문 순수한 영화인것 같다 여성분들은 유승호 얼굴만 봐도 돈아깝지 않을것이다 왕의 남자 공길이를 뛰어넘는 예쁜 남자가 마술을 할테니깐 기대이상 풋풋 달달 괜찮은 연기 아름다운 영상미 좋았다 ,1
관람객여친이랑 보러갔는데 유승호가 웃으면 같이웃고 울면 같이울고 화내면 같이 화나있고 내용도 잼났음  ^^,1
알바생 적당히 풉시다 뭔점수가 10점 아니면 1점인지 본 관객으로 말하면 정말 내용도 뻔한 스토리에 연출 연기 모두 몰입하기 힘듭니다 고아라 팬이지만 대사 칠때 정말 유승호는 웃는거 밖에 기억이 안나네요 하아 내 돈 ,0
결말 얘기는 아무도 안하는건가요 ㅋㅋㅋㅋ 할 말을 잃었습니다 마지막 무대는 무슨 조선마술사가 마술은 안하고 연애나 하덥니다 ,0
관람객영화 구성과 수준은 매직키드마수리수준 화려한 마술 액션을 기대했으나 유치하다 유승호가 잘생겨서 2점줌 ,0
여기있는 알바댓글들이 영화보다 더 감동적이고 웃기다 하 조선판 트와일라잇 죽고잡냐 ,0
철없는 조선공주와 광대의 사랑이 여러사람 조지는영화 ,0
연기도 최악이고 스토리도 중구난방 어느하나 나은게없음 조연이 이 영화를 살릴 뻔 했지만 주연이 다 말아먹고 말았다 오글거리는 거로는 역대급이었다 ,0
시ㅇㅇㅇ발 이게 영화야 ,0
여기 댓글 다 알바임 아님 다 초딩들임 아진짜 영화보고 화났음 무슨 조선시대 말투가 21세기임 그리고 결론이 대체 뭐임 진짜 모든 사람들이 영화 보는 내내 오글거랴 죽을려고 하드만 볼까 말까 망설이는 사람 보지마세요 아진짜 화남 ,0
평점처음남기는데 화가나서 글씁니다 오글거리고 화가나서 진짜 뛰쳐나가고싶은거 겨우참았어요 유승호 얼굴보고싶으시면 그냥 리멤버 보세요 여러분의 시간과 돈은 소중하니까요 ,0
관람객친구랑 조조영화로 봤는데 황당하는 후기가 많아 걱정했지만 기대를 안 해서 인지 전 볼만했습니다 ,1
정말 진짜 너무 재미없었음 전개는 똥망이고 급격한 로맨스에 고아라의 사극연기는 최악에 의도치않은 유승호 연기실력까지 의심하게 되더라 살다살다 이렇게 돈 아까운 영화는 내 생애 처음이다 진짜 최악중의 최악 ,0
오늘 조조로 관람 예고를 너무많이 봐서 스포 다본거 같은 느낌으로갔는데 12금 안에서 보여줄 재미는 다 보여준거 같아 만족하고 나왔다 조금만 관람가를 높혔으면 어땠을지 궁금하다 초반부 환희는 특히 섹쉬했다 전해라 ,1
엄마가 하도 보채서 봤는데 영화를 본게 아니고 벌선 느낌이였습시다 진짜 배우이름값 아니였으면 큰일날 영화였습니다 평점이 너무 사기같이 높길레 용기내서 진실을 말씀드립니다 20대 남자입니다 ,0
조선시대 치곤 꽤 판타지하다 ,1
관람객스토리 개연성도없고 걍 로맨스에나오는모든게다나오는데 노잼 ,0
고아라씨 연기 꽝 ㅠ 감정 이입이안되고우는소리 듣기싫었음 ,0
관람객무슨생각으로 영화를 아니 이따위영상물을 만들었는지 관객을 능멸하는 감독의 의지 감독은 자기가 찍어놓고 망했다 싶었겠지 어차피 망한거 유승호 화보나 만들어놓자 했을듯 올해 최악의 영화 쓰리썸머나잇이 더 잼남 필망 정체모를 영화 ,0
이게 지금 영화라고 유승호 진짜 좋아해서 리멤버도 꼬박꼬박 보는데 이건 진짜아미다 ,0
승호야 난 널 믿고 봤거늘 ㅜ ,0
2015년 롯데시네마의 저주는 올해 마지막 작품인 조선마술사 까지 이어지는구나 ,0
정말 돈보다 시간이 더아까운영화 이딴건 토렌트로도 보지마세요 아 열받네 뭐 이딴걸 영화라고 쳐 만들어놨냐 ,0
영화보다 중간에 나왔다 개노잼 ,0
관람객정말 기승전 로맨스네요 조선마술사는 어디에 ,0
진짜 이게 뭐야 ㅋㅋ개오글거려서 보다나옴 정말로 개연성 0에 승호야 ㅠㅠㅠ찍으면서 행복했니 너가 행복했음 됐다 고아라존예 ,0
정말 시간 아깝고 돈 아깝고 ,0
솔직히 기대를 너무 해서그런지 재미가 없었습니다 초반에 20 30분은 긴장감이 전혀 없었어요 제목이 조선 마술사인데 마술이니 환술이니 그런건 안나오고 연애하는 내용만 나와서 실망했어요 한번 보시는것도 추천해요 ,0
너무 재미없습니다 ㅠㅠ 영화보다가 중간에 나간 영화는 레지던트 이블 4 이후 처음 입니다 영화보다 중간에 나가는 사람들이 저 전에 몇명 있었습니다 영화보고 기분 나쁜것 오랜만 유승호 머리 어쩔까야 ㅜㅜ ,0
관람객배우들얼굴 때문에끝까지봤네요돈주고보기아깝네요 그나마문화의날이라 돈이안아깝지 진짜비추입니다 ,0
여기 댓글주작인듯 2015최대의 망작영화 캐스팅만 으리으리하고 오글거려서 엉덩이가 수십번들썩였음 ,0
1점이 아까운영화 왜 0점은 없을까 ,0
연말에 이런 영화봐서 기분이 별로다 마지막 엔딩은 왜 끼워 넣은건지 억지스럽고 줄거리 배우들 연기력 뭐하나 칭찬할 게 없다 반딧물 cg 보면서 싸구려 애니인줄 ,0
평론가가 조선맙소사라고 한 이유를 보고서야 알았네 ㅠ 알바들 이러고도 밥이 넘어가냐 ,0
관람객뻔한스토리 애들보기엔 좋을듯 ,0
그냥 뭐 얼마나 기대하고 보느냐에 따라 다르겟지만 평론가들이 왜 그렇게까지 혹평했는지는 잘 모르겠다는 상업영화에 너무 엄한 잣대를 들이미는거 아님 ,1
장르가 무엇인지 내용이 무엇인지 정말 하나도 모르겠고 재미가 없어도 너무없다 인터넷 소설이 더 재밌겠다 진부함 배우들 연기도 어색하고 ,0
